Z-XX-A-m;n;p;Svyazey;X;Y;Z;centrX;centrY;centrZ;Centrobeg;He4;He3;H3;H2;p;n;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;Binding
55-Cs-125-m 0,266 MeV;70;55;277;94;94;89;5,48;5,488;4,32;251,6229484;27;0;0;1;0;15;0;16;10;24;1;19;0;1;6;6;19;23;1049,99
55-Cs-125;70;55;277;94;94;89;5,52;5,496;4,32;251,6347944;27;0;0;1;0;15;0;16;10;24;1;19;0;1;6;6;19;23;1049,99
55-Cs-126;71;55;279;95;94;90;5,5;5,492063492;4,333333333;254,1905325;27;0;0;1;0;16;0;17;10;24;1;19;0;1;6;4;21;23;1058,319
55-Cs-127;72;55;281;95;95;91;5,511811024;5,472440945;4,346456693;257,0652268;27;0;0;1;0;17;0;18;10;24;1;19;0;1;5;4;22;23;1068,286
55-Cs-127-m 0,452 MeV;72;55;281;95;95;91;5,488188976;5,511811024;4,346456693;257,1220299;27;0;0;1;0;17;0;18;10;24;1;19;0;1;5;4;22;23;1067,834
55-Cs-128;73;55;283;95;96;92;5,5;5,4921875;4,359375;260,0216263;27;0;0;1;0;18;0;19;10;24;1;19;0;1;4;4;23;23;1076,048
55-Cs-129;74;55;285;96;96;93;5,480620155;5,503875969;4,372093023;262,9416732;27;0;0;1;0;19;0;20;10;24;1;19;0;1;4;2;25;23;1085,689
55-Cs-130;75;55;287;97;96;94;5,5;5,492307692;4,384615385;265,8527256;27;0;0;1;0;20;0;21;10;24;1;19;0;1;4;0;27;23;1093,16
55-Cs-130-m 0,163 MeV;75;55;286;96;96;94;5,484615385;5,5;4,346153846;263,6566025;27;0;0;1;0;20;1;20;10;24;1;19;0;1;4;2;24;24;1092,997
55-Cs-131;76;55;289;97;97;95;5,496183206;5,496183206;4,404580153;266,5647338;27;0;1;0;0;20;0;22;10;24;1;19;0;0;5;0;26;24;1102,391
55-Cs-132;77;55;291;97;98;96;5,492424242;5,484848485;4,424242424;268,1239128;27;0;1;0;0;21;0;23;10;24;1;19;0;0;4;1;25;25;1109,559
55-Cs-133;78;55;293;98;98;97;5,481203008;5,481203008;4,443609023;269,6728741;27;0;1;0;0;22;0;24;10;24;1;19;0;0;4;0;25;26;1118,546
55-Cs-134;79;55;294;98;98;98;5,485074627;5,47761194;4,417910448;270,3760978;27;0;1;0;0;23;1;24;10;24;1;19;0;0;4;0;24;27;1125,438
55-Cs-134-m 0,139 MeV;79;55;294;98;98;98;5,47761194;5,485074627;4,417910448;270,3760978;27;0;1;0;0;23;1;24;10;24;1;19;0;0;4;0;24;27;1125,299
55-Cs-135;80;55;295;98;98;99;5,481481481;5,481481481;4,392592593;271,0887079;27;0;1;0;0;24;2;24;10;24;1;19;0;0;4;0;23;28;1134,199
55-Cs-135-m 1,633 MeV;80;55;295;98;98;99;5,474074074;5,466666667;4,4;272,4358563;27;0;1;0;0;24;2;24;10;24;1;19;0;0;4;0;23;28;1132,566
55-Cs-136;81;55;296;98;98;100;5,470588235;5,470588235;4,375;273,1494384;27;0;1;0;0;25;3;24;10;24;1;19;0;0;4;0;22;29;1141,028
55-Cs-136-m ;81;55;296;98;98;100;5,492647059;5,492647059;4,375;273,2512002;27;0;1;0;0;25;3;24;10;24;1;19;0;0;4;0;22;29;1141,028
55-Cs-137;82;55;297;98;98;101;5,481751825;5,481751825;4,357664234;275,3319585;27;0;1;0;0;26;4;24;10;24;1;19;0;0;4;0;21;30;1149,306
55-Cs-138;83;55;298;98;98;102;5,5;5,463768116;4,347826087;278,8560382;27;0;1;0;0;27;5;24;10;24;1;19;0;0;3;1;21;30;1153,72
55-Cs-138-m 0,080 MeV;83;55;298;98;98;102;5,463768116;5,5;4,347826087;278,8560382;27;0;1;0;0;27;5;24;10;24;1;19;0;0;3;1;21;30;1153,64
55-Cs-139;84;55;299;98;98;103;5,482014388;5,482014388;4,338129496;282,403808;27;0;1;0;0;28;6;24;10;24;1;19;0;0;2;2;21;30;1159,605
55-Cs-140;85;55;300;98;99;103;5,485714286;5,457142857;4,335714286;285,8887319;27;0;1;0;0;29;7;24;10;24;1;19;0;0;2;2;20;31;1164,026
55-Cs-141;86;55;301;98;100;103;5,482269504;5,482269504;4,333333333;289,4755723;27;0;1;0;0;30;8;24;10;24;1;19;0;0;2;2;19;32;1169,523
55-Cs-142;87;55;302;99;100;103;5,457746479;5,485915493;4,330985915;292,9611955;27;0;1;0;0;31;9;24;10;24;1;19;0;0;2;2;18;33;1173,634
55-Cs-143;88;55;303;100;100;103;5,482517483;5,482517483;4,328671329;296,5473198;27;0;1;0;0;32;10;24;10;24;1;19;0;0;2;2;17;34;1178,861
55-Cs-144;89;55;304;100;101;103;5,472222222;5,458333333;4,326388889;300,2825066;27;0;1;0;0;33;11;24;10;24;1;19;0;0;2;2;16;35;1182,532
55-Cs-144-m ;89;55;304;100;101;103;5,493055556;5,506944444;4,326388889;300,4081313;27;0;1;0;0;33;11;24;10;24;1;19;0;0;2;2;16;35;1182,532
55-Cs-145;90;55;305;100;102;103;5,482758621;5,482758621;4,324137931;304,1636702;27;0;1;0;0;34;12;24;10;24;1;19;0;0;2;2;15;36;1187,389
55-Cs-146;91;55;306;101;102;103;5,45890411;5,47260274;4,321917808;307,8994174;27;0;1;0;0;35;13;24;10;24;1;19;0;0;2;2;14;37;1191,025
55-Cs-147;92;55;307;102;102;103;5,482993197;5,482993197;4,319727891;311,7800096;27;0;1;0;0;36;14;24;10;24;1;19;0;0;2;2;13;38;1195,496
55-Cs-148;93;55;308;102;103;103;5,5;5,459459459;4,317567568;316,0589249;27;0;1;0;0;37;15;24;10;24;1;19;0;0;2;1;14;38;1198,848
55-Cs-149;94;55;309;102;104;103;5,483221477;5,483221477;4,315436242;320,3829974;27;0;1;0;0;38;16;24;10;24;1;19;0;0;2;0;15;38;1203,459
55-Cs-150;95;55;310;103;104;103;5,46;5,5;4,313333333;324,6620132;27;0;1;0;0;39;17;24;10;24;1;19;0;0;2;0;14;39;1206,691
55-Cs-151;96;55;311;104;104;103;5,483443709;5,483443709;4,311258278;328,9859691;27;0;1;0;0;40;18;24;10;24;1;19;0;0;2;0;13;40;1210,963
56-Ba-114;58;56;256;88;90;78;5,5;5,5;4,456140351;220,394451;28;0;0;0;0;2;0;2;12;24;0;20;0;0;10;24;2;20;922,273
56-Ba-115;59;56;258;89;90;79;5,486956522;5,504347826;4,434782609;221,9654972;28;0;0;0;0;3;0;3;12;24;0;20;0;0;10;22;4;20;933,405
56-Ba-116;60;56;260;90;90;80;5,5;5,5;4,413793103;223,5567286;28;0;0;0;0;4;0;4;12;24;0;20;0;0;10;20;6;20;947,076
56-Ba-117;61;56;262;90;91;81;5,504273504;5,478632479;4,401709402;226,0936718;28;0;0;0;0;5;0;5;12;24;0;20;0;0;10;19;6;21;957,848
56-Ba-118;62;56;264;90;92;82;5,5;5,5;4,389830508;228,6557482;28;0;0;0;0;6;0;6;12;24;0;20;0;0;10;18;6;22;970,99
56-Ba-119;63;56;266;91;92;83;5,478991597;5,504201681;4,378151261;231,1929035;28;0;0;0;0;7;0;7;12;24;0;20;0;0;10;17;6;23;981,281
56-Ba-120;64;56;268;92;92;84;5,5;5,5;4,366666667;233,7547677;28;0;0;0;0;8;0;8;12;24;0;20;0;0;10;16;6;24;993,663
56-Ba-121;65;56;270;92;93;85;5,487603306;5,479338843;4,355371901;236,6580089;28;0;0;0;0;9;0;9;12;24;0;20;0;0;9;16;7;24;1003,574
56-Ba-122;66;56;272;92;94;86;5,5;5,5;4,344262295;239,5857196;28;0;0;0;0;10;0;10;12;24;0;20;0;0;8;16;8;24;1015,516
56-Ba-123;67;56;274;93;94;87;5,479674797;5,487804878;4,333333333;242,4890128;28;0;0;0;0;11;0;11;12;24;0;20;0;0;8;14;10;24;1024,632
56-Ba-124;68;56;276;94;94;88;5,5;5,5;4,322580645;245,4166715;28;0;0;0;0;12;0;12;12;24;0;20;0;0;8;12;12;24;1036,138
56-Ba-125;69;56;278;94;95;89;5,496;5,48;4,336;247,9542692;28;0;0;0;0;13;0;13;12;24;0;20;0;0;8;10;14;24;1044,788
56-Ba-126;70;56;280;94;96;90;5,5;5,5;4,349206349;250,515691;28;0;0;0;0;14;0;14;12;24;0;20;0;0;8;8;16;24;1055,862
56-Ba-127;71;56;282;95;96;91;5,480314961;5,496062992;4,362204724;253,0534795;28;0;0;0;0;15;0;15;12;24;0;20;0;0;8;6;18;24;1064,078
56-Ba-127-m 0,080 MeV;71;56;282;95;96;91;5,519685039;5,503937008;4,362204724;253,0534795;28;0;0;0;0;15;0;15;12;24;0;20;0;0;8;6;18;24;1063,998
56-Ba-128;72;56;284;96;96;92;5,5;5,5;4,375;255,6147105;28;0;0;0;0;16;0;16;12;24;0;20;0;0;8;4;20;24;1074,736
56-Ba-129;73;56;286;96;97;93;5,511627907;5,480620155;4,387596899;258,5181226;28;0;0;0;0;17;0;17;12;24;0;20;0;0;7;4;21;24;1082,471
56-Ba-129-m 0,008 MeV;73;56;286;96;97;93;5,488372093;5,519379845;4,387596899;258,5181226;28;0;0;0;0;17;0;17;12;24;0;20;0;0;7;4;21;24;1082,462
56-Ba-130;74;56;288;96;98;94;5,5;5,5;4,4;261,4456624;28;0;0;0;0;18;0;18;12;24;0;20;0;0;6;4;22;24;1092,739
56-Ba-130-m 2,475 MeV;74;56;288;97;97;94;5,492307692;5,492307692;4,4;261,4428821;28;0;0;0;0;18;0;18;12;24;0;20;0;0;6;4;22;24;1090,264
56-Ba-131;75;56;290;97;98;95;5,480916031;5,511450382;4,41221374;264,3491379;28;0;0;0;0;19;0;19;12;24;0;20;0;0;6;2;24;24;1100,232
56-Ba-131-m 0,188 MeV;75;56;290;97;98;95;5,519083969;5,488549618;4,41221374;264,3491379;28;0;0;0;0;19;0;19;12;24;0;20;0;0;6;2;24;24;1100,044
56-Ba-132;76;56;292;98;98;96;5,5;5,5;4,424242424;267,2766143;28;0;0;0;0;20;0;20;12;24;0;20;0;0;6;0;26;24;1110,056
56-Ba-133;77;56;294;98;99;97;5,496240602;5,488721805;4,443609023;268,8488707;28;0;0;0;0;21;0;21;12;24;0;20;0;0;5;1;25;25;1117,246
56-Ba-133-m 0,288 MeV;77;56;294;98;99;97;5,503759398;5,511278195;4,443609023;268,8488707;28;0;0;0;0;21;0;21;12;24;0;20;0;0;5;1;25;25;1116,958
56-Ba-134;78;56;296;98;100;98;5,5;5,5;4,462686567;270,4388919;28;0;0;0;0;22;0;22;12;24;0;20;0;0;4;2;24;26;1126,714
56-Ba-135;79;56;298;99;100;99;5,488888889;5,496296296;4,481481481;272,0112916;28;0;0;0;0;23;0;23;12;24;0;20;0;0;4;1;24;27;1133,686
56-Ba-135-m 0,268 MeV;79;56;298;99;100;99;5,511111111;5,503703704;4,481481481;272,0112916;28;0;0;0;0;23;0;23;12;24;0;20;0;0;4;1;24;27;1133,418
56-Ba-136;80;56;300;100;100;100;5,5;5,5;4,5;273,6011696;28;0;0;0;0;24;0;24;12;24;0;20;0;0;4;0;24;28;1142,794
56-Ba-136-m 2,030 MeV;80;56;299;99;100;100;5,492647059;5,492647059;4,455882353;272,7202498;28;0;0;0;0;24;1;23;12;24;0;20;0;0;4;1;23;28;1140,763
56-Ba-137;81;56;301;100;100;101;5,503649635;5,496350365;4,474452555;274,3036924;28;0;0;0;0;25;1;24;12;24;0;20;0;0;4;0;23;29;1149,7
56-Ba-137-m 0,662 MeV;81;56;301;100;100;101;5,496350365;5,503649635;4,474452555;274,3036924;28;0;0;0;0;25;1;24;12;24;0;20;0;0;4;0;23;29;1149,7
56-Ba-138;82;56;302;100;100;102;5,5;5,5;4,449275362;275,0153832;28;0;0;0;0;26;2;24;12;24;0;20;0;0;4;0;22;30;1158,312
56-Ba-139;83;56;303;100;100;103;5,489208633;5,489208633;4,431654676;277,126819;28;0;0;0;0;27;3;24;12;24;0;20;0;0;4;0;21;31;1163,035
56-Ba-140;84;56;304;100;100;104;5,5;5,5;4,414285714;279,2580238;28;0;0;0;0;28;4;24;12;24;0;20;0;0;4;0;20;32;1169,464
56-Ba-141;85;56;305;100;100;105;5,517730496;5,482269504;4,404255319;282,7824043;28;0;0;0;0;29;5;24;12;24;0;20;0;0;3;1;20;32;1173,991
56-Ba-142;86;56;306;100;100;106;5,5;5,5;4,394366197;286,3290917;28;0;0;0;0;30;6;24;12;24;0;20;0;0;2;2;20;32;1180,159
56-Ba-143;87;56;307;100;101;106;5,503496503;5,475524476;4,391608392;289,8537097;28;0;0;0;0;31;7;24;12;24;0;20;0;0;2;2;19;33;1184,344
56-Ba-144;88;56;308;100;102;106;5,5;5,5;4,388888889;293,4001595;28;0;0;0;0;32;8;24;12;24;0;20;0;0;2;2;18;34;1190,248
56-Ba-145;89;56;309;101;102;106;5,475862069;5,503448276;4,386206897;296,9248951;28;0;0;0;0;33;9;24;12;24;0;20;0;0;2;2;17;35;1193,961
56-Ba-146;90;56;310;102;102;106;5,5;5,5;4,383561644;300,4712273;28;0;0;0;0;34;10;24;12;24;0;20;0;0;2;2;16;36;1199,622
56-Ba-147;91;56;311;102;103;106;5,489795918;5,476190476;4,380952381;304,2690064;28;0;0;0;0;35;11;24;12;24;0;20;0;0;2;2;15;37;1203,294
56-Ba-148;92;56;312;102;104;106;5,5;5,5;4,378378378;308,0870004;28;0;0;0;0;36;12;24;12;24;0;20;0;0;2;2;14;38;1208,775
56-Ba-149;93;56;313;103;104;106;5,476510067;5,489932886;4,375838926;311,8847876;28;0;0;0;0;37;13;24;12;24;0;20;0;0;2;2;13;39;1212,327
56-Ba-150;94;56;314;104;104;106;5,5;5,5;4,373333333;315,7027735;28;0;0;0;0;38;14;24;12;24;0;20;0;0;2;2;12;40;1217,508
56-Ba-151;95;56;315;104;105;106;5,516556291;5,476821192;4,370860927;319,9939713;28;0;0;0;0;39;15;24;12;24;0;20;0;0;2;1;13;40;1220,78
56-Ba-152;96;56;316;104;106;106;5,5;5,5;4,368421053;324,3050988;28;0;0;0;0;40;16;24;12;24;0;20;0;0;2;0;14;40;1225,652
56-Ba-153;97;56;317;105;106;106;5,477124183;5,516339869;4,366013072;328,5962073;28;0;0;0;0;41;17;24;12;24;0;20;0;0;2;0;13;41;1228,723
57-La-117;60;57;264;90;93;81;5,512820513;5,435897436;4,495726496;228,3029387;28;0;1;0;0;2;0;2;14;22;2;20;0;0;9;23;5;20;946,265
57-La-117-m 0,151 MeV;60;57;264;91;92;81;5,504273504;5,427350427;4,495726496;228,2610274;28;0;1;0;0;2;0;2;14;22;2;20;0;0;9;23;5;20;946,165
57-La-118;61;57;266;91;93;82;5,5;5,440677966;4,474576271;229,9097875;28;0;1;0;0;3;0;3;14;22;2;20;0;0;9;21;7;20;957,437
57-La-119;62;57;268;92;93;83;5,512605042;5,43697479;4,453781513;231,4676218;28;0;1;0;0;4;0;4;14;22;2;20;0;0;9;19;9;20;970,909
57-La-120;63;57;270;92;94;84;5,516666667;5,416666667;4,441666667;233,933187;28;0;1;0;0;5;0;5;14;22;2;20;0;0;9;18;9;21;981,68
57-La-121;64;57;272;92;95;85;5,512396694;5,438016529;4,429752066;236,567042;28;0;1;0;0;6;0;6;14;22;2;20;0;0;9;17;9;22;994,452
57-La-122;65;57;274;93;95;86;5,491803279;5,442622951;4,418032787;239,1327317;28;0;1;0;0;7;0;7;14;22;2;20;0;0;9;16;9;23;1004,623
57-La-123;66;57;276;94;95;87;5,512195122;5,43902439;4,406504065;241,6677834;28;0;1;0;0;8;0;8;14;22;2;20;0;0;9;15;9;24;1016,905
57-La-124;67;57;278;94;96;88;5,5;5,419354839;4,39516129;244,5190791;28;0;1;0;0;9;0;9;14;22;2;20;0;0;8;15;10;24;1026,526
57-La-124-m ;67;57;278;94;96;88;5,524193548;5,459677419;4,39516129;244,6244047;28;0;1;0;0;9;0;9;14;22;2;20;0;0;8;15;10;24;1026,526
57-La-125;68;57;280;94;97;89;5,512;5,44;4,384;247,4997309;28;0;1;0;0;10;0;10;14;22;2;20;0;0;7;15;11;24;1038,098
57-La-125-m 0,107 MeV;68;57;280;95;96;89;5,48;5,408;4,384;247,3787888;28;0;1;0;0;10;0;10;14;22;2;20;0;0;8;13;12;24;1037,988
57-La-126;69;57;282;95;97;90;5,492063492;5,428571429;4,373015873;250,3800619;28;0;1;0;0;11;0;11;14;22;2;20;0;0;7;13;13;24;1047,379
57-La-126-m ;69;57;282;95;97;90;5,531746032;5,452380952;4,373015873;250,4280691;28;0;1;0;0;11;0;11;14;22;2;20;0;0;7;13;13;24;1047,379
57-La-127;70;57;284;96;97;91;5,511811024;5,440944882;4,362204724;253,3322067;28;0;1;0;0;12;0;12;14;22;2;20;0;0;7;11;15;24;1058,381
57-La-127-m 0,015 MeV;70;57;283;95;97;91;5,496062992;5,42519685;4,346456693;251,0383745;28;0;1;0;0;12;1;11;14;22;2;20;0;0;7;13;12;25;1058,361
57-La-128;71;57;286;96;98;92;5,515625;5,4609375;4,375;255,9336672;28;0;1;0;0;13;0;13;14;22;2;20;0;0;7;9;17;24;1067,182
57-La-128-m ;71;57;286;97;97;92;5,4921875;5,4375;4,375;255,8705344;28;0;1;0;0;13;0;13;14;22;2;20;0;0;7;9;17;24;1067,182
57-La-129;72;57;288;97;98;93;5,496124031;5,457364341;4,387596899;258,4802024;28;0;1;0;0;14;0;14;14;22;2;20;0;0;7;7;19;24;1077,95
57-La-129-m 0,172 MeV;72;57;288;97;98;93;5,534883721;5,465116279;4,387596899;258,4639224;28;0;1;0;0;14;0;14;14;22;2;20;0;0;7;7;19;24;1077,778
57-La-130;73;57;290;98;98;94;5,515384615;5,461538462;4,4;261,0335168;28;0;1;0;0;15;0;15;14;22;2;20;0;0;7;5;21;24;1086,325
57-La-131;74;57;292;98;99;95;5,503816794;5,480916031;4,41221374;263,9835538;28;0;1;0;0;16;0;16;14;22;2;20;0;0;6;5;22;24;1096,537
57-La-131-m 0,305 MeV;74;57;292;99;98;95;5,496183206;5,473282443;4,41221374;263,9745148;28;0;1;0;0;16;0;16;14;22;2;20;0;0;6;5;22;24;1096,227
57-La-132;75;57;294;99;99;96;5,484848485;5,492424242;4,424242424;266,9032386;28;0;1;0;0;17;0;17;14;22;2;20;0;0;6;3;24;24;1104,578
57-La-132-m 0,188 MeV;75;57;294;99;99;96;5,522727273;5,46969697;4,424242424;266,8710749;28;0;1;0;0;17;0;17;14;22;2;20;0;0;6;3;24;24;1104,388
57-La-133;76;57;296;100;99;97;5,503759398;5,481203008;4,436090226;269,8146332;28;0;1;0;0;18;0;18;14;22;2;20;0;0;6;1;26;24;1114,4
57-La-134;77;57;298;100;100;98;5,5;5,470149254;4,455223881;271,3684616;28;0;1;0;0;19;0;19;14;22;2;20;0;0;5;2;25;25;1122,2
57-La-135;78;57;300;100;101;99;5,503703704;5,481481481;4,474074074;272,9770245;28;0;1;0;0;20;0;20;14;22;2;20;0;0;4;3;24;26;1131,703
57-La-136;79;57;302;101;101;100;5,492647059;5,477941176;4,492647059;274,5470369;28;0;1;0;0;21;0;21;14;22;2;20;0;0;4;2;24;27;1139,165
57-La-136-m 0,230 MeV;79;57;302;101;101;100;5,514705882;5,485294118;4,492647059;274,552226;28;0;1;0;0;21;0;21;14;22;2;20;0;0;4;2;24;27;1138,935
57-La-137;80;57;304;102;101;101;5,503649635;5,481751825;4,510948905;276,1395759;28;0;1;0;0;22;0;22;14;22;2;20;0;0;4;1;24;28;1148,296
57-La-138;81;57;305;102;101;102;5,507246377;5,47826087;4,485507246;276,8260112;28;0;1;0;0;23;1;22;14;22;2;20;0;0;4;1;23;29;1155,793
57-La-139;82;57;306;102;101;103;5,503597122;5,482014388;4,460431655;277,5539892;28;0;1;0;0;24;2;22;14;22;2;20;0;0;4;1;22;30;1164,571
57-La-140;83;57;307;102;101;104;5,492857143;5,471428571;4,442857143;279,6541327;28;0;1;0;0;25;3;22;14;22;2;20;0;0;4;1;21;31;1169,732
57-La-141;84;57;308;102;101;105;5,503546099;5,482269504;4,425531915;281,7967873;28;0;1;0;0;26;4;22;14;22;2;20;0;0;4;1;20;32;1176,42
57-La-142;85;57;309;102;101;106;5,521126761;5,464788732;4,415492958;285,3020397;28;0;1;0;0;27;5;22;14;22;2;20;0;0;3;2;20;32;1181,589
57-La-143;86;57;310;102;101;107;5,503496503;5,482517483;4,405594406;288,8679319;28;0;1;0;0;28;6;22;14;22;2;20;0;0;2;3;20;32;1187,812
57-La-144;87;57;311;102;102;107;5,506944444;5,458333333;4,402777778;292,3699564;28;0;1;0;0;29;7;22;14;22;2;20;0;0;2;3;19;33;1192,587
57-La-145;88;57;312;102;103;107;5,503448276;5,482758621;4,4;295,9390497;28;0;1;0;0;30;8;22;14;22;2;20;0;0;2;3;18;34;1198,758
57-La-146;89;57;313;103;103;107;5,479452055;5,48630137;4,397260274;299,4719003;28;0;1;0;0;31;9;22;14;22;2;20;0;0;2;3;17;35;1202,96
57-La-146-m ;89;57;313;103;103;107;5,52739726;5,479452055;4,397260274;299,4559568;28;0;1;0;0;31;9;22;14;22;2;20;0;0;2;3;17;35;1202,96
57-La-147;90;57;314;104;103;107;5,503401361;5,482993197;4,394557823;303,0102442;28;0;1;0;0;32;10;22;14;22;2;20;0;0;2;3;16;36;1208,761
57-La-148;91;57;315;104;104;107;5,493243243;5,459459459;4,391891892;306,7896398;28;0;1;0;0;33;11;22;14;22;2;20;0;0;2;3;15;37;1213,113
57-La-149;92;57;316;104;105;107;5,503355705;5,483221477;4,389261745;310,6260921;28;0;1;0;0;34;12;22;14;22;2;20;0;0;2;3;14;38;1218,854
57-La-150;93;57;317;105;105;107;5,48;5,473333333;4,386666667;314,4197909;28;0;1;0;0;35;13;22;14;22;2;20;0;0;2;3;13;39;1223,126
57-La-151;94;57;318;106;105;107;5,503311258;5,483443709;4,38410596;318,2419874;28;0;1;0;0;36;14;22;14;22;2;20;0;0;2;3;12;40;1228,497
57-La-152;95;57;319;106;106;107;5,519736842;5,460526316;4,381578947;322,511912;28;0;1;0;0;37;15;22;14;22;2;20;0;0;2;2;13;40;1232,369
57-La-153;96;57;320;106;107;107;5,503267974;5,483660131;4,379084967;326,8443731;28;0;1;0;0;38;16;22;14;22;2;20;0;0;2;1;14;40;1237,241
57-La-154;97;57;321;107;107;107;5,480519481;5,5;4,376623377;331,1527285;28;0;1;0;0;39;17;22;14;22;2;20;0;0;2;1;13;41;1240,812
57-La-155;98;57;322;108;107;107;5,503225806;5,483870968;4,374193548;335,446778;28;0;1;0;0;40;18;22;14;22;2;20;0;0;2;1;12;42;1245,284
58-Ce-119;61;58;258;89;90;79;5,486956522;5,504347826;4,434782609;221,9654972;28;0;0;0;0;3;0;3;12;24;0;20;0;0;10;22;4;20;959,126
58-Ce-120;62;58;260;90;90;80;5,5;5,5;4,413793103;223,5567286;28;0;0;0;0;4;0;4;12;24;0;20;0;0;10;20;6;20;972,898
58-Ce-121;63;58;262;90;91;81;5,504273504;5,478632479;4,401709402;226,0936718;28;0;0;0;0;5;0;5;12;24;0;20;0;0;10;19;6;21;983,969
58-Ce-122;64;58;264;90;92;82;5,5;5,5;4,389830508;228,6557482;28;0;0;0;0;6;0;6;12;24;0;20;0;0;10;18;6;22;997,141
58-Ce-123;65;58;266;91;92;83;5,478991597;5,504201681;4,378151261;231,1929035;28;0;0;0;0;7;0;7;12;24;0;20;0;0;10;17;6;23;1007,612
58-Ce-124;66;58;268;92;92;84;5,5;5,5;4,366666667;233,7547677;28;0;0;0;0;8;0;8;12;24;0;20;0;0;10;16;6;24;1020,284
58-Ce-125;67;58;270;92;93;85;5,487603306;5,479338843;4,355371901;236,6580089;28;0;0;0;0;9;0;9;12;24;0;20;0;0;9;16;7;24;1030,215
58-Ce-126;68;58;272;92;94;86;5,5;5,5;4,344262295;239,5857196;28;0;0;0;0;10;0;10;12;24;0;20;0;0;8;16;8;24;1042,447
58-Ce-127;69;58;274;93;94;87;5,479674797;5,487804878;4,333333333;242,4890128;28;0;0;0;0;11;0;11;12;24;0;20;0;0;8;14;10;24;1051,678
58-Ce-128;70;58;276;94;94;88;5,5;5,5;4,322580645;245,4166715;28;0;0;0;0;12;0;12;12;24;0;20;0;0;8;12;12;24;1063,3
58-Ce-129;71;58;278;94;95;89;5,496;5,48;4,336;247,9542692;28;0;0;0;0;13;0;13;12;24;0;20;0;0;8;10;14;24;1072,131
58-Ce-130;72;58;280;94;96;90;5,5;5,5;4,349206349;250,515691;28;0;0;0;0;14;0;14;12;24;0;20;0;0;8;8;16;24;1083,333
58-Ce-131;73;58;282;95;96;91;5,480314961;5,496062992;4,362204724;253,0534795;28;0;0;0;0;15;0;15;12;24;0;20;0;0;8;6;18;24;1091,694
58-Ce-131-m 0,063 MeV;73;58;282;95;96;91;5,519685039;5,503937008;4,362204724;253,0534795;28;0;0;0;0;15;0;15;12;24;0;20;0;0;8;6;18;24;1091,634
58-Ce-132;74;58;284;96;96;92;5,5;5,5;4,375;255,6147105;28;0;0;0;0;16;0;16;12;24;0;20;0;0;8;4;20;24;1102,53
58-Ce-132-m 2,341 MeV;74;58;284;95;97;92;5,4921875;5,4765625;4,375;255,9649739;28;0;0;0;0;16;0;16;12;24;0;20;0;0;7;6;19;24;1100,189
58-Ce-133;75;58;286;96;97;93;5,511627907;5,480620155;4,387596899;258,5181226;28;0;0;0;0;17;0;17;12;24;0;20;0;0;7;4;21;24;1110,55
58-Ce-133-m 0,037 MeV;75;58;286;96;97;93;5,488372093;5,519379845;4,387596899;258,5181226;28;0;0;0;0;17;0;17;12;24;0;20;0;0;7;4;21;24;1110,513
58-Ce-134;76;58;288;96;98;94;5,5;5,5;4,4;261,4456624;28;0;0;0;0;18;0;18;12;24;0;20;0;0;6;4;22;24;1121,035
58-Ce-135;77;58;290;97;98;95;5,480916031;5,511450382;4,41221374;264,3491379;28;0;0;0;0;19;0;19;12;24;0;20;0;0;6;2;24;24;1128,895
58-Ce-135-m 0,446 MeV;77;58;290;97;98;95;5,519083969;5,488549618;4,41221374;264,3491379;28;0;0;0;0;19;0;19;12;24;0;20;0;0;6;2;24;24;1128,448
58-Ce-136;78;58;292;98;98;96;5,5;5,5;4,424242424;267,2766143;28;0;0;0;0;20;0;20;12;24;0;20;0;0;6;0;26;24;1138,81
58-Ce-136-m 3,095 MeV;78;58;291;97;98;96;5,484848485;5,507575758;4,386363636;265,0733958;28;0;0;0;0;20;1;19;12;24;0;20;0;0;6;2;23;25;1135,714
58-Ce-137;79;58;294;98;99;97;5,496240602;5,488721805;4,443609023;268,8488707;28;0;0;0;0;21;0;21;12;24;0;20;0;0;5;1;25;25;1146,292
58-Ce-137-m 0,254 MeV;79;58;294;98;99;97;5,503759398;5,511278195;4,443609023;268,8488707;28;0;0;0;0;21;0;21;12;24;0;20;0;0;5;1;25;25;1146,038
58-Ce-138;80;58;296;98;100;98;5,5;5,5;4,462686567;270,4388919;28;0;0;0;0;22;0;22;12;24;0;20;0;0;4;2;24;26;1156,053
58-Ce-139-m 0,754 MeV;81;58;298;99;100;99;5,488888889;5,496296296;4,481481481;272,0112916;28;0;0;0;0;23;0;23;12;24;0;20;0;0;4;1;24;27;1162,755
58-Ce-139;81;58;298;99;100;99;5,511111111;5,503703704;4,481481481;272,0112916;28;0;0;0;0;23;0;23;12;24;0;20;0;0;4;1;24;27;1163,509
58-Ce-140;82;58;300;100;100;100;5,5;5,5;4,5;273,6011696;28;0;0;0;0;24;0;24;12;24;0;20;0;0;4;0;24;28;1172,711
58-Ce-141;83;58;301;100;100;101;5,503649635;5,496350365;4,474452555;274,3036924;28;0;0;0;0;25;1;24;12;24;0;20;0;0;4;0;23;29;1178,14
58-Ce-142;84;58;302;100;100;102;5,5;5,5;4,449275362;275,0153832;28;0;0;0;0;26;2;24;12;24;0;20;0;0;4;0;22;30;1185,309
